Candidate,Party,Criminal Cases,Education,Age,City
Parmar Harjivanbhai Kalabhai,IND,0,10th Pass,55,AHMEDABAD WEST
Sankhaliya Narendrasinh Mansinh,Loktantrik Samajwadi Party,0,Graduate,52,AHMEDABAD WEST
Solanki Rameshbhai Danabhai,IND,0,10th Pass,52,AHMEDABAD WEST
Solanki Vitthalbhai Maganbhai,IND,0,12th Pass,53,AHMEDABAD WEST
Sonara Amrutbhai Khodabhai,Bahujan Suraksha Dal,0,5th Pass,49,AHMEDABAD WEST
Kachhadiya Naranbhai Bhikhabhai,BJP, 2 ,12th Pass,58,AMRELI
Chavda Manubhai Parsottambhaix,JD(U), 2 ,12th Pass,52,AMRELI
Dafada Ramjibhai Nanjibhai,BSP,0,5th Pass,56,AMRELI
Dhimecha Nareshbhai Nanjibhai,IND, 1 ,5th Pass,42,AMRELI
Jadav Mustakbhai Rehmanbhai,IND,0,Literate,50,AMRELI
Mehulbhai Himatbhai Sukhadia,IND,0,Graduate Professional,34,AMRELI
Nathabhai Dayabhai Tota,IND,0,Literate,34,AMRELI
Ramani Sureshbhai Dhirubhai,IND,0,12th Pass,39,AMRELI
Rathod Jivanbhai Rajabhai,RPI(A),0,12th Pass,30,AMRELI
Sangani Vijaybhai Dineshbhai,Yuva Sarkar,0,8th Pass,33,AMRELI
Sukhadiay Nathabhai Vallabhabhai,AAP, 2 ,5th Pass,39,AMRELI
Thummar Virjibhai Keshavbhai,INC, 5 ,Graduate,54,AMRELI
Usmanbhai Pirbhai Maghara,IND,0,Literate,61,AMRELI
Valodara Vrajlal Jivabhai,IND,0,Literate,73,AMRELI
Patel Dilipbhai Manibhai,BJP, 4 ,10th Pass,59,ANAND
Das Girishbhai Manubhai,Bahujan Mukti Party, 1 ,Graduate Professional,56,ANAND
Mahida Mahendrasinh Sahebsinh,SP,0,12th Pass,42,ANAND
Padhiyar Vikramsinh Chhaganbhai,Rashtriya Samaj Paksha,0,Graduate,39,ANAND
Parmar Amarsinh Dahyabhai,IND,0,8th Pass,33,ANAND
Parmar Hitendrasinh Mohansinh,Bharatiya National Janta Dal,0,8th Pass,58,ANAND
Parmar Ravjibhai Shibhaibhai,AAP,0,Post Graduate,66,ANAND
Patel Dilipbhai Manilal,IND,0,Post Graduate,40,ANAND
Patel Jayeshbhai Arvindbhai,IND,0,Graduate,49,ANAND
Patel Naineshkumar Umedbhai,IND, 1 ,12th Pass,33,ANAND
Pursottambhai Mathurbhai Chauhan,BSP,0,Graduate Professional,61,ANAND
Rabari Hiteshkumar Laljibhai,IND,0,12th Pass,43,ANAND
Solanki Bharatbhai Madhavsinh,INC,0,Graduate Professional,60,ANAND
Vaghela Bharatbhai Parsotambhai,IND,0,12th Pass,33,ANAND
Vahora Firojbhai Walimahamad,IND,0,8th Pass,42,ANAND
Chaudhry Haribhai Parthibhai,BJP,0,Graduate,59,BANASKANTHA
Bubadia Mahendrabhai Kesharbhai,IND, 1 ,Graduate,63,BANASKANTHA
Choudhary Adambhai Nasirbhai,SP,0,8th Pass,46,BANASKANTHA
Dabhi Navajibhai Madhabhai,IND,0,Graduate Professional,58,BANASKANTHA
Gamar Vadhabhai Radhabhai,IND,0,12th Pass,47,BANASKANTHA
Madhu Nirupaben Natvarlal,IND,0,Graduate Professional,40,BANASKANTHA
Patel Joitabhai Kasanabhai,INC,0,8th Pass,72,BANASKANTHA
Sanjaykumar Somnathbhai Raval,AAP,0,Graduate Professional,48,BANASKANTHA
Shrimali Ashokbhai Balchandbhai,IND,0,10th Pass,44,BANASKANTHA
Solanki Dineshkumar Aljibhai,IND, 1 ,12th Pass,38,BANASKANTHA
Solanki Saybabhai Nanabhai,IND,0,5th Pass,52,BANASKANTHA
Thakor Babaji Ravaji,IND,0,Graduate,64,BANASKANTHA
Thakor Bhupatji Ravaji,IND,0,10th Pass,60,BANASKANTHA
Yadav Parsotamgiri,BSP, 1 ,8th Pass,43,BANASKANTHA
Parbhubhai Nagarbhai Vasava,BJP, 1 ,Others,44,BARDOLI
Bhailalbhai Chhanabhai Rathod,Aadivasi Sena Party,0,5th Pass,41,BARDOLI
Chandubhai Machalabhai Chaudhari,AAP,0,Graduate,60,BARDOLI
Jagatsinh Laljibhai Vasava,JD(U), 2 ,Graduate Professional,61,BARDOLI
Movliyabhai Nopariyabhai Gamit,BSP,0,8th Pass,72,BARDOLI
Rameshbhai Bhikhabhai Rathod,IND,0,Literate,49,BARDOLI
Ravaliben Shankarbhai Chaudhari,CPI,0,10th Pass,55,BARDOLI
Reniyabhai Shankarbhai Chaudhari,Hindusthan Nirman Dal,0,Graduate,58,BARDOLI
Surendrabhai Simabhai Gamit,IND,0,10th Pass,42,BARDOLI
Tusharbhai Amarsinhbhai Chaudhari,INC,0,Doctorate,48,BARDOLI
Mansukhbhai Dhanjibhai Vasava,BJP,0,Post Graduate,56,BHARUCH
Anandkumar Sarvarsinh Vasava,IND,0,Post Graduate,32,BHARUCH
Anilkumar Chhitubhai Bhagat,JD(U), 2 ,Graduate,49,BHARUCH
Bhura Shabbirbhai Valibhai,IND,0,10th Pass,56,BHARUCH
Gohil Virsangbhai Parbatbhai,IND,0,10th Pass,49,BHARUCH
Jayeshbhai Ambalalbhai Patel,INC,0,Graduate Professional,57,BHARUCH
Morya Sukhramsinh Nakliram,BSP,0,Graduate,74,BHARUCH
Nitin Ishwarlal Vakil,IND,0,Graduate Professional,43,BHARUCH
Rana Jayendrasunh Jitsinh,AAP,0,Post Graduate,46,BHARUCH
Saiyad Mohsinmiya Hedarmiya,Bahujan Mukti Party,0,8th Pass,53,BHARUCH
Sapa Rafikbhai Sulemanbhai,IND, 5 ,5th Pass,51,BHARUCH
Sayyed Asif Zafar Ali,Apna Desh Party,0,5th Pass,29,BHARUCH
Shaileshkumar Maganbhai Parmar,IND,0,12th Pass,32,BHARUCH
Sindhi Mayyudeen Umarbhai,IND,0,10th Pass,54,BHARUCH
Shyal Bhartiben Dhirubhai,BJP,0,Graduate Professional,50,BHAVNAGAR
Bhavesh Ghanshyambhai Rajyaguru,IND,0,10th Pass,42,BHAVNAGAR
Dr. Kanubhai V. Kalsaria,AAP, 7 ,Graduate Professional,60,BHAVNAGAR
Gita Chetan Paunda,BSP,0,Graduate Professional,39,BHAVNAGAR
Gohel Bharatbhai Bhimabhai,IND,0,8th Pass,44,BHAVNAGAR
Gohil Pravinsinh Dhirubha,IND,0,10th Pass,52,BHAVNAGAR
Jagdishbhai Amrabhai Vegad,IND,0,5th Pass,34,BHAVNAGAR
Kagada Rameshbhai Punabhai,IND,0,5th Pass,36,BHAVNAGAR
Khadrani Asimbhai Pirbhai,IND,0,12th Pass,39,BHAVNAGAR
Maru Manharbhai Valjibhai,IND,0,10th Pass,34,BHAVNAGAR
Mehta Yashvantray Odhavjibhai,IND,0,Post Graduate,77,BHAVNAGAR
Pravinbhai Jinabhai Rathod,INC,0,10th Pass,43,BHAVNAGAR
Rashidkhan Hasankhan Pathan,IND,0,8th Pass,47,BHAVNAGAR
Rathod Pravinsinh Chandrasinh,IND,0,10th Pass,27,BHAVNAGAR
Vaghela Narendrabhai Savjibhai,IND,0,8th Pass,35,BHAVNAGAR
Vegad Nathabhai (vegadbhai Pragnachakshu Umedvar),IND,0,12th Pass,43,BHAVNAGAR
Rathwa Ramsingbhai Patalbhai,BJP,0,Post Graduate,62,CHHOTA UDAIPUR
Arjunbhai Versingbhai Rathva,AAP,0,Post Graduate,40,CHHOTA UDAIPUR
Naranbhai Jemlabhai Rathwa,INC,0,Post Graduate,60,CHHOTA UDAIPUR
Vasava Prafulbhai Devjibhai,JD(U),0,Doctorate,30,CHHOTA UDAIPUR
Bhabhor Jasvantsinh Sumanbhai,BJP,0,Graduate Professional,47,DAHOD
Bamaniya Jyotishkumar Bapubhai,BSP,0,8th Pass,40,DAHOD
Bhabhor Mavajibhai Titubhai,SP,0,Literate,63,DAHOD
Bhura Navalabhai Manabhai,IND,0,12th Pass,42,DAHOD
Kalara Ramsingbhai Nanjibhai,JD(U),0,12th Pass,42,DAHOD
Katara Singajibhai Jaljibhai,CPI(M),0,5th Pass,67,DAHOD
Meda Jagdishbhai Manilal,Bharatiya National Janta Dal,0,8th Pass,34,DAHOD
Munia Kamalsinh Chhaganbhai,AAP,0,Post Graduate,66,DAHOD
Sangada Kumari Induben Nathubhai,IND,0,12th Pass,43,DAHOD
Taviyad Dr. Prabhaben Kishorsinh,INC,0,Post Graduate,59,DAHOD
Lal Krishna Advani,BJP, 1 ,Graduate Professional,86,GANDHINAGAR
Brahmbhatt Sanjaybhai Amarbhai,IND,0,12th Pass,43,GANDHINAGAR
Desai Khodabhai Laljibhai,IND, 1 ,5th Pass,47,GANDHINAGAR
Ghosh Niranjan Somabhai,BSP,0,Graduate,63,GANDHINAGAR
Kshatriya Birjusinh Motisinh,IND,0,12th Pass,33,GANDHINAGAR
Mehta Rahul Chimanlal,IND,0,Post Graduate,45,GANDHINAGAR
Mehta Rituraj Gautamchand,AAP,0,Graduate,47,GANDHINAGAR
Nayak Manojkumar Jantilal,Loktantrik Rashrtavadi Party,0,12th Pass,34,GANDHINAGAR
Pagi Ganpatbhai Mavjibhai,IND,0,12th Pass,46,GANDHINAGAR
Patel Kiritbhai Ishvarbhai,INC, 1 ,Graduate,56,GANDHINAGAR
Patel Piyushkumar Dashrathlal,National Youth Party,0,12th Pass,26,GANDHINAGAR
Prajapati Raj Chandrakantbhai,IND,0,12th Pass,43,GANDHINAGAR
Shah Mukeshkumar Khodidas,IND,0,12th Pass,37,GANDHINAGAR
Sutariya Dipikaben Jitendrakumar,IND,0,Graduate,45,GANDHINAGAR
Thakor Chandrasinh Javansinh,IND,0,8th Pass,50,GANDHINAGAR
Thakor Ravaji Juhaji,Vishva Hindustani Sangathan,0,Literate,46,GANDHINAGAR
Vaghela Kishorsinh Mohabbatsinh,IND,0,8th Pass,49,GANDHINAGAR
Vaniya Ajmalbhai Ramabhai,Bahujan Mukti Party,0,Graduate,63,GANDHINAGAR
Maadam Poonamben Hematbhai,BJP,0,Graduate,39,JAMNAGAR
Bathwar Nanjibhai Amarshibhai,IND, 1 ,Literate,51,JAMNAGAR
Chandravijaysinh Takhubha Rana,IND,0,12th Pass,61,JAMNAGAR
Chavada Ashokbhai Nathabhai,IND,0,8th Pass,30,JAMNAGAR
Dhanjibhai Laljibhai Ranevadia,IND,0,Literate,60,JAMNAGAR
Dharaviya Vallabhbhai,IND,0,5th Pass,45,JAMNAGAR
Jhala Rajendrasinh,AAP,0,Graduate,52,JAMNAGAR
Jitesh Babubhai Rathod,IND,0,10th Pass,29,JAMNAGAR
Kasambhai,Rashtriya Komi Ekta Party, 2 ,5th Pass,57,JAMNAGAR
Madam Vikrambhai Arjanbhai,INC,0,Graduate,56,JAMNAGAR
Mamad Haji Bolim,IND, 1 ,Literate,40,JAMNAGAR
Mekani Amadbhai Noormamdbhai,IND,0,Literate,64,JAMNAGAR
Nariya Pravinbhai Vallabhbhai,IND,0,5th Pass,47,JAMNAGAR
Nole Javidbhai Osmanbhai,IND,0,8th Pass,27,JAMNAGAR
Padhiyar Laljibhai Karabhai,IND,0,Literate,73,JAMNAGAR
Palani Ali Ishak,IND,0,5th Pass,32,JAMNAGAR
Pandya Chiragbhai Hariombhai,IND,0,10th Pass,40,JAMNAGAR
Popatputra Rafik Abubakar,IND,0,8th Pass,59,JAMNAGAR
Sachada Habib Ishabhai,IND, 1 ,Illiterate,57,JAMNAGAR
Safiya Mamadbhai Hajibhai,IND,0,5th Pass,53,JAMNAGAR
Saiyad Abubakar Ibrahim,SP,0,5th Pass,42,JAMNAGAR
Sama Yusuf,BSP, 1 ,8th Pass,46,JAMNAGAR
Sodha Salimbhai Nurmamadbhai,IND,0,5th Pass,50,JAMNAGAR
Suthar Hansaben Harsukbhai (gorecha),IND,0,5th Pass,55,JAMNAGAR
Vaniya Gangajibhai,IND,0,10th Pass,49,JAMNAGAR
Chudasama Rajeshbhai Naranbhai,BJP, 1 ,12th Pass,31,JUNAGADH
Gadhiya Soyeb Husenbhai,IND, 2 ,Others,26,JUNAGADH
Harilal Ranchodbhai Chauhan,IND,0,Graduate Professional,67,JUNAGADH
Kadari Ibrahim Saiyad Husen,SP,0,5th Pass,58,JUNAGADH
Punjabhai Bhimabhai Vansh,INC, 1 ,12th Pass,51,JUNAGADH
Saiyad Altafhusen Abdullahmiya,IND,0,5th Pass,50,JUNAGADH
Shekhada Atulbhai Govindbhai,AAP,0,Graduate Professional,45,JUNAGADH
Solanki Haribhai Boghabhai,Bahujan Mukti Party,0,Others,45,JUNAGADH
Chavda Vinod Lakhmashi,BJP,0,Graduate Professional,35,KACHCHH
Danicha Govindbhai Punamchand,AAP,0,Graduate Professional,46,KACHCHH
Dr. Dinesh Parmar,INC, 2 ,Graduate Professional,70,KACHCHH
Hirji Punjabhai Siju,Bahujan Mukti Party,0,10th Pass,37,KACHCHH
Kamalbhai Matang,BSP,0,12th Pass,38,KACHCHH
Chauhan Devusinh Jesingbhai,BJP,0,12th Pass,49,KHEDA
Badhivala Labhubhai Jivrajbhai,AAP,0,Post Graduate,63,KHEDA
Devusinh Motisinh Chauhan,IND,0,10th Pass,37,KHEDA
Dinsha Jhavarbhai Patel,INC,0,10th Pass,77,KHEDA
Khristi Adward Khushalbhai,IND,0,10th Pass,0,KHEDA
Malek Sabirhusen Ismaelbhai,IND,0,8th Pass,0,KHEDA
Malek Sadikhusen Mahmadhusen,IND,0,8th Pass,0,KHEDA
Malek Yakubmiya Nabimiya,IND,0,10th Pass,0,KHEDA
Pandav Bhailalbhai Kalubhai,BSP,0,10th Pass,30,KHEDA
Parikh Viral Hasmukhbhai,IND, 9 ,12th Pass,39,KHEDA
Pathan Abdulrazak Badshahkhan,Apna Desh Party,0,5th Pass,47,KHEDA
Pathan Amanullakha Sitabkha,IND,0,10th Pass,0,KHEDA
Ranveer Pranayraj Govindbhai,Bahujan Mukti Party,0,Graduate Professional,32,KHEDA
Ratansinh Udesinh Chauhan,IND,0,10th Pass,65,KHEDA
Roshan Priyvadan Shah,IND,0,Graduate Professional,39,KHEDA
Patel Jayshreeben Kanubhai,BJP,0,10th Pass,55,MAHESANA
Chaudhary Dineshbhai Salubhai,Vishva Hindustani Sangathan,0,Literate,37,MAHESANA
Girishji Jenaji Dabhi,Bharatiya National Janta Dal, 2 ,5th Pass,37,MAHESANA
Mahmad Azam Haiderkhan Pathan,IND, 1 ,8th Pass,29,MAHESANA
Patel Dilipbhai Somabhai,Hindustan Janta Party,0,8th Pass,46,MAHESANA
Patel Jivabhai Ambalal,INC,0,10th Pass,75,MAHESANA
Patel Vandanaben Dineshbhai,AAP,0,12th Pass,39,MAHESANA
Prajapati Vitthalbhai Virdas,IND,0,10th Pass,61,MAHESANA
Thakor Babuji Dhanaji,IND, 1 ,5th Pass,60,MAHESANA
Thakor Baldevji Maganji,IND,0,5th Pass,57,MAHESANA
Thakor Kevalji Nathaji,BSP, 1 ,Literate,55,MAHESANA
Thakor Mansangji Punjaji,Bahujan Mukti Party, 4 ,5th Pass,56,MAHESANA
Thakor Samaratji Balvantsinh,IND,0,12th Pass,35,MAHESANA
Zala Indrajitsinh Mahendrasinh,SP,0,12th Pass,36,MAHESANA
Patil Chandrakant Raghunath,BJP, 7 ,10th Pass,59,NAVSARI
Arunkumar Sheshram Pathak,IND, 2 ,10th Pass,30,NAVSARI
Aslam Mistry,Bharatiya Bahujan Congress,0,8th Pass,57,NAVSARI
Chauhan Kesavbhai Malabhai,BSP,0,12th Pass,59,NAVSARI
Keshavji L. Saradva,IND,0,Graduate,62,NAVSARI
Lataben Ashokkumar Dwivedi,IND,0,10th Pass,44,NAVSARI
Maksud Mirza,INC,0,10th Pass,40,NAVSARI
Patel Bhupendrakumar Dhirubhai,JD(U),0,10th Pass,34,NAVSARI
Patel Mehool Kumar Thakorbhai,AAP,0,Graduate,48,NAVSARI
Percy Munshi,IND,0,Graduate,51,NAVSARI
Pyarelal Bharti,Hindusthan Nirman Dal,0,10th Pass,47,NAVSARI
Ramjan Mansuri(journalist),IND,0,10th Pass,48,NAVSARI
Ravshaheb Bhimrav Patil (bandhu),IND,0,12th Pass,40,NAVSARI
Rohit Gandhi,IND,0,Graduate,36,NAVSARI
Saiyed Mehmood Ahmed,IND,0,10th Pass,56,NAVSARI
Shaikh Hasan Dagdu,IND,0,Literate,67,NAVSARI
Sonal Kellogg,Voters Party,0,Post Graduate,51,NAVSARI
Vimal Patel (endhal),IND,0,12th Pass,30,NAVSARI
Warde Rajubhai Bhimrao,Bahujan Mukti Party,0,5th Pass,32,NAVSARI
Chauhan Prabhatsinh Pratapsinh,BJP, 3 ,10th Pass,72,PANCHMAHAL
Chavada Harishchandrasinh Prabhatsinh,IND, 1 ,10th Pass,35,PANCHMAHAL
Chavada Surendrasinh Narvatsinh,IND,0,Graduate,43,PANCHMAHAL
Giri Ramchandra Vaijnath,BSP,0,12th Pass,53,PANCHMAHAL
Gora Shoeb Mohmadhanif,IND,0,5th Pass,27,PANCHMAHAL
Mansuri Mukhatyar Mohammad,IND, 2 ,10th Pass,54,PANCHMAHAL
Parmar Ramsinh Prabhatsinh,INC,0,10th Pass,70,PANCHMAHAL
Patel Pankajbhai Ravjibhai,IND,0,Graduate,41,PANCHMAHAL
Piyushkumar Dilipbhai Parmar,AAP,0,Post Graduate,32,PANCHMAHAL
Shaikh Kalim Abdul Latif,SP,0,8th Pass,47,PANCHMAHAL
Shaikh Majitmiya Jivamiya,JD(U),0,10th Pass,65,PANCHMAHAL
Vankar Manilal Bhanabhai,IND,0,8th Pass,42,PANCHMAHAL
Vaghela Liladharbhai Khodaji,BJP,0,Graduate Professional,80,PATAN
Bhoraniya Soyabbhai Hasambhai,IND,0,8th Pass,47,PATAN
Desai Ishwarbhai Mahadevbhai,IND,0,Literate,53,PATAN
Govindji Okhaji Thakor,JD(U), 1 ,5th Pass,62,PATAN
Jagrala Imran Mahemud,IND,0,8th Pass,37,PATAN
Jakasiji Jogaji Thakor,Bahujan Mukti Party,0,8th Pass,44,PATAN
Molapiya Abdulkudus Abdulmajid,IND,0,5th Pass,39,PATAN
Nagori Imrankhan Mahmadkhan,IND,0,Post Graduate,31,PATAN
Parmar Bhaichandbhai Somabhai,Republican Party of India Ektavadi,0,5th Pass,59,PATAN
Parmar Maganbhai Amarabhai,BSP,0,10th Pass,44,PATAN
Prajapati Chhaganbhai Naranbhai,IND,0,10th Pass,60,PATAN
Rabari Babubhai Karshanbhai,SP, 1 ,5th Pass,50,PATAN
Rathod Bhavsinhbhai Dahyabhai,INC,0,Literate,78,PATAN
Vaghda Jivabhai Devabhai,IND,0,5th Pass,53,PATAN
Radadiya Vithalbhai Hansrajbhai,BJP, 10 ,Graduate,55,PORBANDAR
Butani Rajeshbhai Maganbhai,IND,0,10th Pass,41,PORBANDAR
Dhirajlal Bhurabhai Aghera,IND,0,10th Pass,51,PORBANDAR
Irfanshah Habibshah Suharavardi,SP,0,10th Pass,34,PORBANDAR
Jadeja Kandhalbhai Sarmanbhai,NCP, 9 ,8th Pass,42,PORBANDAR
Joshi Harish Liladhar,IND,0,8th Pass,36,PORBANDAR
Khokhani Lalitaben Mansukhbhai,IND,0,Literate,48,PORBANDAR
Khunti Bharatbhai Maldebhai,IND, 1 ,8th Pass,40,PORBANDAR
Mansukh Sundaraji Dhokai,AAP,0,Graduate,59,PORBANDAR
Rathod Chandulal Mohanlal,IND, 1 ,5th Pass,45,PORBANDAR
Sadia Vrajalal Pababhai,BSP,0,Graduate,43,PORBANDAR
Tukadia G.r.,IND,0,Graduate Professional,60,PORBANDAR
Unadakat Prakash Valabhadas,IND,0,10th Pass,48,PORBANDAR
Vakil Vinzuda Ranjitbhai,IND,0,Graduate Professional,55,PORBANDAR
Mohanbhai Kalyanjibhai Kundariya,BJP,0,8th Pass,62,RAJKOT
Anirudhhsinh Juvansinh Zala,IND,0,10th Pass,58,RAJKOT
Ankur Amrutkumar Dhameliya,AAP,0,12th Pass,30,RAJKOT
Basirbhai Sulemanbhai Sama,IND,0,5th Pass,55,RAJKOT
Bismillakhan Abdulkhan Pathan,IND,0,8th Pass,36,RAJKOT
Degda Pravinbhai Meghajibhai,RPI(A), 6 ,Illiterate,51,RAJKOT
Jitendra Bhurabhai Chauhan,Republican Party of India (Khobragade),0,5th Pass,36,RAJKOT
Jivanbhai Devajibhai Parmar,BSP, 2 ,8th Pass,51,RAJKOT
Kuvarjibhai Mohanbhai Bavaliya,INC, 1 ,Graduate Professional,59,RAJKOT
Narendrabhai Amrutlal Mahajan,IND,0,8th Pass,64,RAJKOT
Popatbhai Devjibhai Chavda,IND, 3 ,5th Pass,38,RAJKOT
Pravinchandra Chunilal Parekh,IND,0,Graduate Professional,83,RAJKOT
Rajeshbhai Lavjibhai Pipalva,Loktantrik Rashrtavadi Party,0,Graduate,43,RAJKOT
Rohitbhai Mohanbhai Sagathiya,Bahujan Mukti Party,0,Post Graduate,31,RAJKOT
Vinodbhai Pragjibhai Nagani,IND, 1 ,Graduate,43,RAJKOT
Rathod Dipsinh Shankarsinh,BJP,0,8th Pass,62,SABARKANTHA
Balusingh Somansingh Narve,IND,0,Post Graduate,70,SABARKANTHA
Bhambhi Chandubhai Mulchandbhai,BSP,0,12th Pass,43,SABARKANTHA
Patel Bhogilal Haribhai,Bharatiya National Janta Dal,0,8th Pass,45,SABARKANTHA
Patel Ishavarbhai Sakaraji,IND,0,12th Pass,47,SABARKANTHA
Patel Purushottambhai Ambalal,IND,0,10th Pass,58,SABARKANTHA
Shekh Arif Abdullatif,SP,0,Graduate,36,SABARKANTHA
Solanki Chhaganbhai Kevalabhai,IND,0,Post Graduate,68,SABARKANTHA
Vaghela Shankersinh,INC,0,Post Graduate,74,SABARKANTHA
Velani Shantilal Karamshih,IND,0,5th Pass,51,SABARKANTHA
Jardosh Darshnaben Vikrambhai,BJP,0,Graduate,53,SURAT
Desai Naishadhbhai Bhupatbhai,INC,0,Graduate Professional,57,SURAT
Kiritbhai Harjibhai Vasani,Yuva Sarkar,0,5th Pass,43,SURAT
Mukeshbhai Lavjibhai Ambaliya,IND,0,Literate,36,SURAT
Omprakash Anandiprasad Shrivastav,BSP, 1 ,12th Pass,48,SURAT
Patel Mohanbhai Budhabhai,AAP,0,12th Pass,61,SURAT
Sandis Mavjibhai Laxmanbhai,IND,0,10th Pass,73,SURAT
Vasava Kishorbhai Chhotubhai,JD(U), 17 ,10th Pass,40,SURAT
Fatepara Devajibhai Govindbhai,BJP, 1 ,Literate,55,SURENDRANAGAR
Bar Ajamalbhai Karmanbhai,Bahujan Mukti Party, 3 ,10th Pass,36,SURENDRANAGAR
Chavda Palabhai Nanjibhai,IND,0,Illiterate,55,SURENDRANAGAR
Jethabhai Manjibhai Patel,AAP,0,5th Pass,58,SURENDRANAGAR
Koli Patel Somabhai Gandalal,INC,0,5th Pass,73,SURENDRANAGAR
Majethiya Samratbhai Jerambhai,Hindustan Janta Party,0,Literate,47,SURENDRANAGAR
Makwana Ukabhai Amrabhai,IND,0,Graduate Professional,48,SURENDRANAGAR
Makwana Vasharambhai Karshanbhai,IND,0,Post Graduate,37,SURENDRANAGAR
Mansinh Shivubha Zala,IND,0,5th Pass,34,SURENDRANAGAR
Parmar Minaxiben Vijaybhai,BSP,0,5th Pass,35,SURENDRANAGAR
Parmar Prabhubhai Gokalbhai,IND, 1 ,Graduate Professional,56,SURENDRANAGAR
Parmar Vasharambhai Bavalbhai,IND,0,Literate,47,SURENDRANAGAR
Sankaliya Gangarambhai Tapubhai,IND,0,10th Pass,57,SURENDRANAGAR
Sapara Vipulbhai Rameshbhai,IND,0,10th Pass,28,SURENDRANAGAR
Vadaliya Kalubhai Malubhai,IND,0,8th Pass,61,SURENDRANAGAR
Vaghela Prakashbhai Bachubhai,IND,0,5th Pass,38,SURENDRANAGAR
Vora Bhavanbhai Devajibhai,IND,0,10th Pass,43,SURENDRANAGAR
Narendra Modi,BJP,0,Post Graduate,63,VADODARA
Jadav Ambalal Kanabhai,JD(U),0,Graduate Professional,48,VADODARA
Mistry Madhusadan Devram,INC, 1 ,Post Graduate,69,VADODARA
Pathan Mahemudkhan Razakkhan,Apna Desh Party,0,5th Pass,28,VADODARA
Pathan Sahebkhan Asifkhan,SP,0,12th Pass,37,VADODARA
Rohit Madhusudan Mohanbhai,BSP,0,12th Pass,49,VADODARA
Sunil Digambar Kulkarni,AAP,0,Others,47,VADODARA
Tapan Dasgupta,SUCI(C),0,Graduate Professional,49,VADODARA
Bhatt Ranjanaben Dhananjay,BJP,0,12th Pass,52,VADODARA  : BYE ELECTION ON 13-09-2014
Narendra Ambalal Ravat,INC, 19 ,Graduate Professional,46,VADODARA  : BYE ELECTION ON 13-09-2014
Pareshbhai Shankarlal Patel,IND,0,10th Pass,45,VADODARA  : BYE ELECTION ON 13-09-2014
Parmar Goving Bhikhabhai,IND,0,5th Pass,59,VADODARA  : BYE ELECTION ON 13-09-2014
Dr. K.c.patel,BJP,0,Graduate Professional,65,VALSAD
Babubhai Chhaganbhai Talaviya,Bahujan Mukti Party,0,Graduate,60,VALSAD
Budhabhai Ranchhodbhai Patel,IND,0,10th Pass,53,VALSAD
Gaurangbhai Rameshbhai Patel,Hindustan Janta Party, 1 ,12th Pass,30,VALSAD
Kishanbhai Vestabhai Patel,INC, 2 ,12th Pass,48,VALSAD
Laxmanbhai Chhaganbhai Vadia,CPI(ML)L, 1 ,5th Pass,55,VALSAD
Pankajkumar Parbhubhai Patel,Aadivasi Sena Party, 1 ,Graduate Professional,45,VALSAD
Patel Govindbhai Ranchhodbhai,AAP, 1 ,Post Graduate,68,VALSAD
Patel Shaileshbhai Gandabhai,JD(U),0,8th Pass,44,VALSAD
Thakriya Ratilal Vajirbhai,BSP,0,5th Pass,64,VALSAD
Rattan Lal Kataria,BJP,0,Post Graduate,62,AMBALA
Arun Kumar,CPI,0,Graduate Professional,42,AMBALA
Bhupinder Kumar,IND,0,10th Pass,47,AMBALA
Bhura Ram,IND,0,Not Given,66,AMBALA
Gurnam Singh,IND,0,Not Given,55,AMBALA
Ishwar Singh,IND,0,5th Pass,44,AMBALA
Kapoor Singh,BSP,0,Doctorate,54,AMBALA
Kusum Sherwal,INLD,0,Doctorate,43,AMBALA
Phool Chand,IND,0,8th Pass,57,AMBALA
Raj Kumar,INC,0,10th Pass,57,AMBALA
Rajender Kumar,Bhartiya Shakti Chetna Party,0,10th Pass,44,AMBALA
Ram Jawari,Rashtriya Karmyog Party,0,Graduate,49,AMBALA
Ramesh Chand,IND,0,10th Pass,49,AMBALA
Surinder Pal Singh,AAP,0,Post Graduate,53,AMBALA
Dharambir,BJP,0,Graduate,59,BHIWANI MAHENDRAGARH
Bahadur Singh,INLD,0,5th Pass,57,BHIWANI MAHENDRAGARH
Chitter Singh Bali,IND,0,10th Pass,40,BHIWANI MAHENDRAGARH
Dharambir S/o Banwari,IND,0,Illiterate,54,BHIWANI MAHENDRAGARH
Dharambir Singh,IND,0,Post Graduate,44,BHIWANI MAHENDRAGARH
Dharm Bir S/o Hari Singh,IND,0,10th Pass,53,BHIWANI MAHENDRAGARH
Lal Chand,Republican Backward Congress,0,Graduate,54,BHIWANI MAHENDRAGARH
Lalit Kumar,AAP,0,Graduate Professional,39,BHIWANI MAHENDRAGARH
Mahavir Singh,IND,0,12th Pass,56,BHIWANI MAHENDRAGARH
Master Sher Singh,CPI(M),0,Graduate Professional,68,BHIWANI MAHENDRAGARH
Narender Pichopa-khurd,IND,0,12th Pass,30,BHIWANI MAHENDRAGARH
Naresh Kumar,SP,0,Not Given,29,BHIWANI MAHENDRAGARH
Ombir,Lok Parivartan Party(DC),0,10th Pass,44,BHIWANI MAHENDRAGARH
